DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xp11.22	X	54017674	NR	PHF8			23133			rs148215758-?	rs148215758	0	148215758	synonymous_variant	0	NR	2E-7	6.698970004336019	(Native Hawaiian)	1.1057	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p14.3	3	54463747	NR	CACNA2D3			55799			rs149422347-?	rs149422347	0	149422347	intron_variant	0	NR	2E-6	5.698970004336019	(Native Hawaiian)	1.482	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	15q22.2	15	60395052	NR	ANXA2			302			rs16942556-?	rs16942556	0	16942556	intron_variant	0	NR	3E-6	5.522878745280337	(Native Hawaiian)	1.1184	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xp22.33	X	4330060	NR	RPL24P9 - LOC101928201	100129487	101928201		376454	297140	rs17219051-?	rs17219051	0	17219051	intergenic_variant	1	NR	6E-7	6.221848749616356	(Native Hawaiian)	0.8015	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	6p12.3	6	48448376	NR	RBMXP1 - LOC107986602	3186	107986602		233407	76058	rs180781551-?	rs180781551	0	180781551	intergenic_variant	1	NR	6E-7	6.221848749616356	(Native Hawaiian)	1.2508	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.31	X	91399614	NR	LOC107985700 - PABPC5-AS1	107985700	102724167		85328	15289	rs181551482-?	rs181551482	0	181551482	intergenic_variant	1	NR	4E-6	5.3979400086720375	(Native Hawaiian)	0.7179	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.1	X	79674625	NR	LOC105373282 - TBX22	105373282	50945		220637	340105	rs181869920-?	rs181869920	0	181869920	intergenic_variant	1	NR	9E-11	10.045757490560675	(Native Hawaiian)	1.3873	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq13.1	X	71404945	NR	TAF1			6872			rs182705894-?	rs182705894	0	182705894	intron_variant	0	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.8778	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xp11.21	X	56034817	NR	KLF8			11279			rs183056377-?	rs183056377	0	183056377	intergenic_variant	0	NR	4E-7	6.3979400086720375	(Native Hawaiian)	0.8009	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2q23.3	2	153086712	NR	LOC105373691 - ATP5F1P4	105373691	100422514		58426	72226	rs186826000-?	rs186826000	0	186826000	intergenic_variant	1	NR	3E-7	6.522878745280337	(Native Hawaiian)	1.2654	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q21.2	10	59770640	NR	MRLN - CCDC6	100507027	8030		17195	18107	rs187296392-?	rs187296392	0	187296392	intergenic_variant	1	NR	3E-6	5.522878745280337	(Native Hawaiian)	1.1487	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.1	X	78854563	NR	RPL7P54 - MIR4328	100271146	100422932		90589	46631	rs188085108-?	rs188085108	0	188085108	regulatory_region_variant	1	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.7341	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p11.1	3	90405245	NR	HSPE1P19 - LOC101930420	106481675	101930420		143537	968377	rs189894228-?	rs189894228	0	189894228	intergenic_variant	1	NR	1E-6	6.0	(Native Hawaiian)	1.0929	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.1	X	76826573	NR	MIR325HG			101928469			rs191870197-?	rs191870197	0	191870197	intron_variant	0	NR	1E-6	6.0	(Native Hawaiian)	0.9067	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	14q13.1	14	34027246	NR	LOC102724945			102724945			rs191936903-?	rs191936903	0	191936903	intron_variant	0	NR	3E-6	5.522878745280337	(Native Hawaiian)	1.1003	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq13.3	X	76601629	NR	MAGEE1 - RNA5SP508	57692	100873559		170276	53380	rs192657641-?	rs192657641	1	5938601	intergenic_variant	1	NR	1E-6	6.0	(Native Hawaiian)	0.9198	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	13q21.32	13	66468960	NR	PCDH9			5101			rs2027099-?	rs2027099	0	2027099	intron_variant	0	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.2073	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	16p13.11	16	16542330	NR	LOC100133127 - LOC441750	100133127	441750		495	410173	rs2316394-?	rs2316394	0	2316394	upstream_gene_variant	1	NR	4E-7	6.3979400086720375	(Native Hawaiian)	1.283	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.1	X	77090709	NR	LOC105373254 - LOC100130843	105373254	100130843		9504	283503	rs4644421-?	rs4644421	0	4644421	intergenic_variant	1	NR	1E-6	6.0	(Native Hawaiian)	0.9434	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	7q36.3	7	157441725	NR	DNAJB6 - LOC101927914	10049	101927914		24286	24506	rs4716734-?	rs4716734	0	4716734	intergenic_variant	1	NR	2E-6	5.698970004336019	(Native Hawaiian)	0.5754	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	7q21.11	7	82372901	NR	CACNA2D1			781			rs4732446-?	rs4732446	0	4732446	intron_variant	0	NR	5E-6	5.301029995663981	(Native Hawaiian)	1.0501	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xp11.3	X	44460694	NR	EFHC2 - LOC100533618	80258	100533618		117017	6755	rs55952756-?	rs55952756	0	55952756	intergenic_variant	1	NR	2E-6	5.698970004336019	(Native Hawaiian)	0.7218	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.1	X	79276916	NR	LOC107985690 - KIF4CP	107985690	347363		26820	46383	rs5912268-?	rs5912268	0	5912268	intergenic_variant	1	NR	9E-7	6.045757490560675	(Native Hawaiian)	0.8072	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq22.3	X	106354763	NR	LOC107178920 - LOC105373306	107178920	105373306		25073	110511	rs5916984-?	rs5916984	0	5916984	intergenic_variant	1	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.8342	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq13.3	X	76197175	NR	PBDC1 - LOC100216356	51260	100216356		18865	25462	rs5937507-?	rs5937507	0	5937507	intergenic_variant	1	NR	2E-8	7.698970004336019	(Native Hawaiian)	1.2018	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq13.3	X	76414569	NR	LDHBP2 - MAGEE1	3947	57692		78659	13084	rs5938548-?	rs5938548	0	5938548	intergenic_variant	1	NR	2E-7	6.698970004336019	(Native Hawaiian)	1.0852	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq24	X	119130439	NR	KIAA1210			57481			rs5957117-?	rs5957117	0	5957117	intron_variant	0	NR	6E-7	6.221848749616356	(Native Hawaiian)	0.9688	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq25	X	128918288	NR	RPL32P35 - LOC392539	100271393	392539		79447	122236	rs5975063-?	rs5975063	0	5975063	intergenic_variant	1	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.9373	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3q11.1	3	93972003	NR	PROS1			5627			rs60136336-?	rs60136336	0	60136336	intron_variant	0	NR	2E-6	5.698970004336019	(Native Hawaiian)	0.7505	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	20q13.12	20	45661494	NR	WFDC11			259239			rs6065855-?	rs6065855	0	6065855	intron_variant	0	NR	5E-6	5.301029995663981	(Native Hawaiian)	0.6644	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	16p13.3	16	1434454	NR	CCDC154, LOC105371045			645811, 105371045			rs61743495-?	rs61743495	0	61743495	missense_variant	0	NR	3E-6	5.522878745280337	(Native Hawaiian)	0.9229	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	Xq21.1	X	78340040	NR	CYSLTR1 - HMGN1P34	10800	100874447		12349	179553	rs62612828-?	rs62612828	0	62612828	intergenic_variant	1	NR	1E-6	6.0	(Native Hawaiian)	0.9761	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	4p14	4	37660910	NR	RELL1			768211			rs6531565-?	rs6531565	0	6531565	intron_variant	0	NR	6E-7	6.221848749616356	(Native Hawaiian)	0.5136	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	10q26.3	10	132408041	NR	PWWP2B			170394			rs74383458-?	rs74383458	0	74383458	intron_variant	0	NR	4E-6	5.3979400086720375	(Native Hawaiian)	0.9327	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	3p26.3	3	751144	NR	LINC01266			101927215			rs74427637-?	rs74427637	0	74427637	intron_variant	0	NR	2E-6	5.698970004336019	(Native Hawaiian)	1.2837	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	7q21.12	7	87244761	NR	TMEM243 - TP53TG1	79161	11257		24158	80586	rs74464075-?	rs74464075	0	74464075	intergenic_variant	1	NR	1E-6	6.0	(Native Hawaiian)	1.3228	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
